player.givenName,player.surname,team.name,goals,behinds,goalAccuracy,goalAssists,disposals,kicks,handballs,contestedPossessions,uncontestedPossessions,totalPossessions,tackles,intercepts,rebound50s,disposalEfficiency,clangers,metresGained,scoreInvolvements,bounces
James,Jordon,Sydney Swans,0,0,0.0,0,19,8,11,5,15,20,4,2,1,78.9,1,301,9,0
Jake,Lloyd,Sydney Swans,0,0,0.0,0,16,9,7,5,11,16,3,4,0,93.8,4,204,4,0
Tom,McCartin,Sydney Swans,0,0,0.0,0,15,12,3,2,11,13,2,7,4,60.0,2,183,1,0
Logan,McDonald,Sydney Swans,4,2,66.7,1,15,11,4,8,8,16,1,2,0,80.0,0,249,11,0
Justin,McInerney,Sydney Swans,1,0,100.0,0,21,9,12,8,11,19,2,4,2,71.4,4,201,8,2
Hayden,McLean,Sydney Swans,1,0,100.0,1,12,6,6,7,5,12,2,1,0,91.7,3,55,4,0
Lewis,Melican,Sydney Swans,0,0,0.0,1,9,8,1,3,6,9,4,6,0,77.8,2,55,1,0
Tom,Papley,Sydney Swans,1,1,50.0,0,17,12,5,2,13,15,2,0,0,58.8,1,202,6,0
Dane,Rampe,Sydney Swans,0,0,0.0,0,14,8,6,3,10,13,0,4,6,85.7,3,211,3,0
Matt,Roberts,Sydney Swans,0,0,0.0,0,15,10,5,2,12,14,4,1,6,86.7,1,266,3,0
James,Rowbottom,Sydney Swans,1,1,50.0,1,16,7,9,9,7,16,13,5,1,87.5,0,205,6,1
Chad,Warner,Sydney Swans,3,0,100.0,0,27,15,12,11,17,28,4,3,1,70.4,1,393,11,0
Sam,Wicks,Sydney Swans,1,0,100.0,0,2,1,1,1,1,2,2,0,0,50.0,2,19,1,0
Lachie,Ash,GWS GIANTS,0,0,0.0,0,19,15,4,6,14,20,1,5,4,63.2,8,386,2,0
Toby,Bedford,GWS GIANTS,1,1,50.0,0,5,3,2,6,2,8,0,2,0,60.0,1,83,3,0
Kieren,Briggs,GWS GIANTS,0,0,0.0,0,9,5,4,5,4,9,3,2,2,66.7,6,144,3,0
Callum M.,Brown,GWS GIANTS,2,1,66.7,0,15,7,8,8,8,16,2,0,0,86.7,2,102,8,0
Jack,Buckley,GWS GIANTS,0,0,0.0,0,17,11,6,9,9,18,2,10,3,94.1,1,280,6,0
Aaron,Cadman,GWS GIANTS,2,1,66.7,0,8,5,3,5,3,8,3,3,2,87.5,0,144,4,0
Finn,Callaghan,GWS GIANTS,0,0,0.0,0,24,12,12,7,17,24,3,2,0,75.0,7,481,7,1
Stephen,Coniglio,GWS GIANTS,0,0,0.0,2,30,12,18,9,21,30,5,1,2,83.3,1,548,9,2
Brent,Daniels,GWS GIANTS,0,2,0.0,2,22,15,7,5,20,25,0,0,0,72.7,1,307,11,0
Tom,Green,GWS GIANTS,1,1,50.0,0,37,13,24,16,21,37,9,5,2,70.3,4,498,14,1
Toby,Greene,GWS GIANTS,0,4,0.0,1,21,13,8,6,15,21,1,1,1,42.9,4,340,10,0
Nick,Haynes,GWS GIANTS,0,0,0.0,0,6,3,3,1,5,6,0,0,0,100.0,0,56,2,0
Harry,Himmelberg,GWS GIANTS,0,0,0.0,1,16,10,6,5,9,14,2,8,4,81.3,6,429,2,2
Jesse,Hogan,GWS GIANTS,6,2,75.0,3,18,15,3,11,6,17,1,1,0,88.9,1,340,13,0
Connor,Idun,GWS GIANTS,0,1,0.0,0,19,10,9,5,14,19,0,4,4,84.2,0,321,6,0
Josh,Kelly,GWS GIANTS,2,1,66.7,0,24,12,12,6,18,24,4,2,0,87.5,0,386,14,0
Xavier,O'Halloran,GWS GIANTS,0,0,0.0,0,16,9,7,3,15,18,3,0,1,75.0,4,333,6,0
Harry,Perryman,GWS GIANTS,0,0,0.0,1,15,10,5,4,10,14,1,6,3,93.3,2,261,7,0
Jake,Riccardi,GWS GIANTS,3,2,50.0,3,19,16,3,4,14,18,0,4,0,68.4,3,342,10,0
Sam,Taylor,GWS GIANTS,0,0,0.0,0,13,6,7,11,2,13,1,12,1,76.9,2,56,2,0
Harvey,Thomas,GWS GIANTS,0,1,0.0,1,9,4,5,4,5,9,2,2,0,77.8,0,79,4,0
Jacob,Wehr,GWS GIANTS,0,1,0.0,0,14,10,4,3,11,14,0,2,2,64.3,3,320,7,0
Lachie,Whitfield,GWS GIANTS,0,0,0.0,0,29,13,16,6,23,29,2,2,2,96.6,3,423,10,3
Callum,Coleman-Jones,North Melbourne,0,0,0.0,0,6,2,4,3,5,8,0,0,0,100.0,0,-12,2,0
Aidan,Corr,North Melbourne,0,0,0.0,0,6,5,1,1,3,4,4,0,2,100.0,4,98,2,0
Paul,Curtis,North Melbourne,2,1,66.7,3,9,4,5,5,4,9,1,1,0,77.8,2,121,9,0
Luke,Davies-Uniacke,North Melbourne,0,0,0.0,2,29,12,17,11,16,27,6,1,2,79.3,0,429,5,0
Kallan,Dawson,North Melbourne,0,0,0.0,1,15,10,5,4,10,14,0,6,3,86.7,2,398,4,0
Zane,Duursma,North Melbourne,2,1,66.7,0,10,5,5,7,3,10,1,2,0,90.0,0,195,4,0
Zac,Fisher,North Melbourne,0,0,0.0,0,21,17,4,6,10,16,0,7,6,76.2,7,495,2,0
Eddie,Ford,North Melbourne,1,0,100.0,0,10,5,5,6,4,10,2,2,0,70.0,4,37,5,0
Josh,Goater,North Melbourne,0,0,0.0,0,10,7,3,3,7,10,1,3,4,90.0,3,143,1,0
Nick,Larkey,North Melbourne,3,1,60.0,0,9,6,3,4,5,9,2,0,0,55.6,3,97,4,0
Charlie,Lazzaro,North Melbourne,0,0,0.0,1,13,8,5,2,10,12,3,0,0,61.5,2,188,3,0
Colby,McKercher,North Melbourne,0,0,0.0,0,22,18,4,3,17,20,2,4,3,86.4,0,479,6,0
Toby,Pink,North Melbourne,0,0,0.0,0,10,6,4,2,8,10,0,3,0,90.0,2,205,1,0
Tom,Powell,North Melbourne,0,0,0.0,1,26,10,16,11,15,26,1,3,1,84.6,2,300,5,0
Bailey,Scott,North Melbourne,0,0,0.0,0,23,15,8,3,13,16,0,4,4,91.3,0,511,4,0
Harry,Sheezel,North Melbourne,0,0,0.0,0,32,23,9,5,22,27,1,7,11,90.6,0,756,1,1
Liam,Shiels,North Melbourne,1,0,100.0,0,4,2,2,1,3,4,1,0,0,75.0,4,55,1,0
Dylan,Stephens,North Melbourne,0,0,0.0,1,14,11,3,4,10,14,4,1,1,71.4,1,309,5,0
Jaidyn,Stephenson,North Melbourne,2,0,100.0,1,10,8,2,1,8,9,2,1,0,50.0,0,247,4,0
Darcy,Tucker,North Melbourne,0,0,0.0,0,11,7,4,2,10,12,2,2,4,100.0,1,257,3,0
George,Wardlaw,North Melbourne,0,0,0.0,1,17,10,7,7,12,19,3,3,1,70.6,5,339,2,0
Tristan,Xerri,North Melbourne,1,0,100.0,0,18,5,13,14,4,18,9,1,0,83.3,0,92,5,0
Cameron,Zurhaar,North Melbourne,1,1,50.0,0,17,9,8,8,10,18,2,1,1,58.8,2,371,5,0
Ben,Ainsworth,Gold Coast SUNS,2,1,66.7,0,22,14,8,5,14,19,2,4,2,77.3,2,421,7,0
Noah,Anderson,Gold Coast SUNS,1,0,100.0,1,35,20,15,12,23,35,5,4,3,57.1,8,782,6,1
Charlie,Ballard,Gold Coast SUNS,0,0,0.0,0,19,13,6,9,5,14,0,13,4,68.4,3,303,0,0
Thomas,Berry,Gold Coast SUNS,1,0,100.0,0,17,10,7,9,8,17,7,5,2,76.5,2,212,2,0
Connor,Budarick,Gold Coast SUNS,0,0,0.0,0,7,4,3,2,3,5,3,4,0,71.4,5,89,0,0
Levi,Casboult,Gold Coast SUNS,0,0,0.0,0,10,7,3,4,5,9,1,1,0,70.0,2,172,3,0
Sam,Collins,Gold Coast SUNS,0,0,0.0,0,11,7,4,6,6,12,2,6,6,81.8,0,212,0,0
Brandon,Ellis,Gold Coast SUNS,0,1,0.0,0,15,9,6,7,9,16,2,5,0,53.3,4,277,3,0
Brayden,Fiorini,Gold Coast SUNS,0,0,0.0,1,24,15,9,6,18,24,3,5,1,83.3,1,415,3,0
Sam,Flanders,Gold Coast SUNS,0,0,0.0,0,35,21,14,11,24,35,4,5,0,65.7,5,540,5,0
Nick,Holman,Gold Coast SUNS,0,1,0.0,0,9,7,2,6,2,8,4,1,1,55.6,5,147,3,0
Bailey,Humphrey,Gold Coast SUNS,1,3,25.0,0,16,9,7,6,9,15,1,3,0,56.3,3,238,5,0
Ben,King,Gold Coast SUNS,0,0,0.0,0,4,1,3,2,2,4,1,0,0,75.0,2,-20,2,0
Jack,Lukosius,Gold Coast SUNS,0,1,0.0,0,9,7,2,4,5,9,0,1,1,44.4,2,253,2,0
Darcy,Macpherson,Gold Coast SUNS,0,0,0.0,0,1,1,0,0,1,1,0,0,0,0.0,0,35,0,0
Touk,Miller,Gold Coast SUNS,0,0,0.0,3,29,9,20,19,12,31,9,6,2,75.9,6,221,6,0
Wil,Powell,Gold Coast SUNS,0,0,0.0,0,21,15,6,10,7,17,5,10,7,76.2,2,438,0,0
Malcolm,Rosas,Gold Coast SUNS,2,2,50.0,0,5,5,0,3,3,6,1,0,0,40.0,3,145,4,0
Matt,Rowell,Gold Coast SUNS,1,0,50.0,0,29,16,13,20,9,29,10,6,5,72.4,5,529,7,0
Alex,Sexton,Gold Coast SUNS,0,1,0.0,0,17,14,3,4,10,14,0,7,6,70.6,3,531,2,1
David,Swallow,Gold Coast SUNS,0,0,0.0,0,14,12,2,3,11,14,0,4,2,71.4,3,374,1,0
Bodhi,Uwland,Gold Coast SUNS,0,0,0.0,0,8,6,2,2,5,7,3,2,3,75.0,1,191,0,0
Jarrod,Witts,Gold Coast SUNS,0,0,0.0,0,9,5,4,6,5,11,7,0,1,55.6,3,88,1,0
Sam,Berry,Adelaide Crows,1,0,100.0,0,13,9,4,11,2,13,4,1,2,76.9,3,214,2,0
James,Borlase,Adelaide Crows,0,0,0.0,0,12,7,5,6,7,13,1,6,2,83.3,1,171,1,0
Chris,Burgess,Adelaide Crows,0,0,0.0,0,9,3,6,6,3,9,1,2,0,55.6,2,50,1,0
Jordon,Butts,Adelaide Crows,0,0,0.0,0,10,5,5,3,5,8,1,7,3,80.0,1,191,0,0
Matt,Crouch,Adelaide Crows,0,0,0.0,1,33,13,20,16,16,32,6,4,1,66.7,6,342,3,0
Jordan,Dawson,Adelaide Crows,0,0,0.0,0,26,18,8,12,11,23,6,7,0,57.7,9,506,2,0
Darcy,Fogarty,Adelaide Crows,0,0,0.0,0,9,5,4,6,3,9,2,1,1,66.7,2,111,3,0
Lachlan,Gollant,Adelaide Crows,0,0,0.0,0,3,1,2,1,2,3,0,1,1,66.7,1,31,1,0
Mitchell,Hinge,Adelaide Crows,0,0,0.0,0,19,14,5,6,10,16,3,7,4,94.7,0,600,4,0
Chayce,Jones,Adelaide Crows,0,0,0.0,0,15,8,7,4,9,13,2,6,2,53.3,5,174,1,0
Ben,Keays,Adelaide Crows,2,0,100.0,0,9,8,1,5,5,10,4,1,0,55.6,2,355,2,0
Rory,Laird,Adelaide Crows,0,2,0.0,0,30,12,18,14,14,28,10,2,1,70.0,2,285,3,0
Max,Michalanney,Adelaide Crows,0,0,0.0,0,16,13,3,5,10,15,6,9,5,81.3,4,334,1,0
Wayne,Milera,Adelaide Crows,0,0,0.0,0,19,12,7,7,12,19,3,5,5,89.5,2,419,2,0
Lachlan,Murphy,Adelaide Crows,0,0,0.0,0,11,7,4,8,3,11,2,2,1,45.5,3,272,0,0
Reilly,O'Brien,Adelaide Crows,0,0,0.0,0,10,9,1,4,0,4,3,2,0,30.0,2,100,2,0
Luke,Pedlar,Adelaide Crows,0,1,0.0,3,8,7,1,7,1,8,1,0,0,62.5,1,186,5,0
Josh,Rachele,Adelaide Crows,3,0,75.0,0,17,10,7,9,7,16,3,1,0,58.8,3,326,4,0
Izak,Rankine,Adelaide Crows,2,0,66.7,0,19,11,8,12,8,20,6,3,1,52.6,7,321,2,1
Lachlan,Sholl,Adelaide Crows,0,0,0.0,0,21,15,6,6,14,20,2,5,1,61.9,4,361,3,0
Brodie,Smith,Adelaide Crows,0,0,0.0,0,20,16,4,4,11,15,4,7,4,65.0,3,472,1,0
Jake,Soligo,Adelaide Crows,0,0,0.0,0,8,7,1,5,4,9,0,1,2,12.5,2,275,1,0
Josh,Worrell,Adelaide Crows,0,0,0.0,0,22,10,12,9,10,19,2,8,7,77.3,1,383,3,0
Aliir,Aliir,Port Adelaide,0,0,0.0,0,13,10,3,5,8,13,2,7,3,76.9,0,270,2,1
Miles,Bergman,Port Adelaide,0,3,0.0,0,21,15,6,4,16,20,7,3,2,61.9,1,433,10,0
Travis,Boak,Port Adelaide,0,2,0.0,0,16,10,6,4,11,15,5,2,1,81.3,3,334,8,1
Ryan,Burton,Port Adelaide,0,1,0.0,2,22,18,4,3,13,16,1,3,4,77.3,2,635,7,1
Zak,Butters,Port Adelaide,1,0,50.0,1,27,16,11,8,19,27,2,0,0,66.7,4,343,11,4
Darcy,Byrne-Jones,Port Adelaide,1,1,50.0,0,13,7,6,2,10,12,4,2,0,69.2,1,178,7,0
Charlie,Dixon,Port Adelaide,3,3,50.0,0,13,9,4,7,5,12,1,0,0,61.5,3,186,11,0
Willem,Drew,Port Adelaide,2,1,66.7,0,16,12,4,4,13,17,3,3,1,68.8,2,291,8,0
Francis,Evans,Port Adelaide,0,0,0.0,0,2,1,1,2,0,2,1,0,0,50.0,1,22,2,0
Kane,Farrell,Port Adelaide,2,1,66.7,0,17,14,3,3,11,14,2,2,3,82.4,1,524,10,0
Jeremy,Finlayson,Port Adelaide,0,4,0.0,1,15,13,2,8,8,16,2,1,1,46.7,4,181,9,0
Jason,Horne-Francis,Port Adelaide,2,0,100.0,1,20,12,8,7,12,19,3,0,0,85.0,3,256,12,0
Dan,Houston,Port Adelaide,0,1,0.0,0,18,15,3,7,7,14,1,7,3,83.3,0,408,10,0
Lachie,Jones,Port Adelaide,0,0,0.0,0,12,6,6,4,8,12,1,4,2,91.7,0,126,4,0
Todd,Marshall,Port Adelaide,0,3,0.0,3,15,13,2,4,12,16,0,1,0,53.3,2,321,11,0
Jed,McEntee,Port Adelaide,0,0,0.0,0,1,1,0,0,1,1,1,0,0,100.0,0,27,1,0
Jackson,Mead,Port Adelaide,0,1,0.0,1,13,8,5,1,12,13,1,1,0,76.9,1,157,7,0
Esava,Ratugolea,Port Adelaide,0,0,0.0,0,10,8,2,4,6,10,0,6,2,80.0,3,148,3,0
Willie,Rioli,Port Adelaide,1,2,33.3,2,13,10,3,6,7,13,1,2,0,69.2,3,213,7,0
Connor,Rozee,Port Adelaide,2,0,100.0,0,27,17,10,6,20,26,0,0,4,81.5,2,411,14,0
Ivan,Soldo,Port Adelaide,2,0,100.0,2,14,10,4,6,3,9,2,2,1,64.3,2,191,12,0
Ollie,Wines,Port Adelaide,0,0,0.0,0,23,7,16,11,12,23,3,1,2,65.2,2,220,7,0
Brandon,Zerk-Thatcher,Port Adelaide,0,0,0.0,0,15,10,5,4,11,15,1,5,1,80.0,1,171,6,0
Oscar,Allen,West Coast Eagles,0,3,0.0,0,9,7,2,4,5,9,1,0,0,55.6,2,59,6,0
Tom,Barrass,West Coast Eagles,0,0,0.0,0,4,2,2,3,1,4,0,2,1,75.0,2,33,2,0
Tyler,Brockman,West Coast Eagles,0,0,0.0,1,9,7,2,2,5,7,1,1,1,77.8,2,215,4,0
Campbell,Chesser,West Coast Eagles,1,0,100.0,0,8,7,1,2,6,8,0,0,0,100.0,0,236,6,0
Tom,Cole,West Coast Eagles,0,0,0.0,0,16,9,7,3,11,14,3,3,5,75.0,3,287,1,1
Jamie,Cripps,West Coast Eagles,1,0,50.0,3,14,8,6,2,11,13,0,2,0,85.7,0,336,9,0
Jack,Darling,West Coast Eagles,1,0,100.0,1,4,1,3,1,3,4,1,0,0,75.0,1,23,2,0
Liam,Duggan,West Coast Eagles,1,0,100.0,1,17,11,6,7,9,16,3,6,0,47.1,10,238,3,0
Luke,Edwards,West Coast Eagles,0,0,0.0,0,16,4,12,6,10,16,1,3,1,68.8,1,29,2,0
Andrew,Gaff,West Coast Eagles,0,0,0.0,0,4,3,1,1,4,5,0,0,0,75.0,1,29,0,0
Reuben,Ginbey,West Coast Eagles,0,1,0.0,1,12,6,6,6,6,12,5,2,0,58.3,2,195,3,0
Brady,Hough,West Coast Eagles,0,0,0.0,0,15,11,4,3,12,15,0,1,2,53.3,2,287,1,0
Jayden,Hunt,West Coast Eagles,0,0,0.0,0,20,16,4,7,6,13,0,3,10,75.0,3,610,5,6
Callum,Jamieson,West Coast Eagles,0,0,0.0,0,11,8,3,5,6,11,2,3,2,72.7,2,267,2,0
Tim,Kelly,West Coast Eagles,0,0,0.0,0,16,7,9,7,9,16,5,1,2,81.3,2,282,3,0
Noah,Long,West Coast Eagles,0,1,0.0,0,10,2,8,7,2,9,1,1,0,40.0,1,30,3,0
Jeremy,McGovern,West Coast Eagles,0,0,0.0,0,19,16,3,3,10,13,2,6,10,89.5,2,443,2,1
Jack,Petruccelle,West Coast Eagles,3,2,60.0,0,8,8,0,4,5,9,0,1,0,37.5,3,271,5,0
Harley,Reid,West Coast Eagles,0,0,0.0,0,16,6,10,9,8,17,2,0,1,87.5,1,239,4,1
Jake,Waterman,West Coast Eagles,2,1,66.7,1,12,8,4,2,10,12,0,0,0,91.7,0,183,8,0
Bailey J.,Williams,West Coast Eagles,1,1,50.0,0,13,10,3,10,4,14,1,0,0,69.2,3,345,4,0
Alex,Witherden,West Coast Eagles,0,0,0.0,0,18,12,6,2,11,13,1,3,5,83.3,3,354,4,1
Elliot,Yeo,West Coast Eagles,0,0,0.0,1,20,6,14,9,12,21,6,1,0,75.0,1,263,6,2
Josh,Battle,St Kilda,0,0,0.0,0,24,15,9,9,13,22,4,12,4,75.0,5,216,4,0
Riley,Bonner,St Kilda,0,0,0.0,0,17,14,3,2,13,15,1,2,2,64.7,3,444,1,1
Ryan,Byrnes,St Kilda,0,0,0.0,0,21,12,9,3,18,21,5,2,1,57.1,3,281,2,0
Zaine,Cordy,St Kilda,0,0,0.0,0,8,5,3,4,4,8,1,5,0,62.5,3,129,2,0
Liam,Henry,St Kilda,2,2,50.0,2,14,9,5,8,5,13,1,2,0,78.6,0,196,9,0
Jack,Higgins,St Kilda,4,1,80.0,2,13,8,5,11,1,12,3,4,0,69.2,1,175,8,0
Bradley,Hill,St Kilda,1,0,100.0,1,19,13,6,3,16,19,1,3,2,68.4,2,374,4,0
Zak,Jones,St Kilda,0,0,0.0,0,15,6,9,0,15,15,0,0,0,80.0,0,136,4,0
Max,King,St Kilda,3,0,75.0,2,15,12,3,6,9,15,1,1,0,86.7,3,418,9,0
Rowan,Marshall,St Kilda,0,0,0.0,0,24,14,10,16,7,23,1,3,0,70.8,6,333,4,0
Tim,Membrey,St Kilda,2,1,66.7,0,12,9,3,6,7,13,0,1,0,66.7,3,205,6,0
Mitch,Owens,St Kilda,0,1,0.0,0,22,13,9,10,13,23,5,5,2,63.6,2,377,9,0
Mattaes,Phillipou,St Kilda,1,1,50.0,0,12,6,6,4,8,12,1,1,1,75.0,2,151,3,0
Sebastian,Ross,St Kilda,0,0,0.0,0,22,13,9,8,14,22,7,4,1,68.2,4,278,4,0
Cooper,Sharman,St Kilda,1,2,33.3,0,11,7,4,6,5,11,0,3,2,72.7,1,251,4,0
Jack,Sinclair,St Kilda,0,0,0.0,0,21,14,7,4,13,17,1,2,3,90.5,3,298,5,0
Jack,Steele,St Kilda,0,0,0.0,0,26,10,16,10,17,27,11,2,1,88.5,2,332,3,0
Liam,Stocker,St Kilda,0,0,0.0,0,11,7,4,7,5,12,1,7,2,90.9,1,143,0,0
Nasiah,Wanganeen-Milera,St Kilda,0,0,0.0,0,32,25,7,5,25,30,0,8,4,81.3,5,614,5,1
Callum,Wilkie,St Kilda,0,0,0.0,0,20,14,6,4,15,19,0,6,2,100.0,2,161,3,0
Darcy,Wilson,St Kilda,0,1,0.0,1,12,6,6,0,12,12,2,2,2,83.3,1,182,2,0
Marcus,Windhager,St Kilda,0,0,0.0,0,24,10,14,16,10,26,6,4,1,75.0,7,232,7,0
Mason,Wood,St Kilda,0,0,0.0,0,3,2,1,0,2,2,0,0,0,66.7,0,40,0,0
Darcy,Cameron,Collingwood,1,1,50.0,0,13,7,6,10,3,13,2,6,3,84.6,3,109,5,0
Mason,Cox,Collingwood,0,0,0.0,1,7,6,1,6,3,9,5,0,0,85.7,5,150,3,0
Jack,Crisp,Collingwood,0,0,0.0,0,22,10,12,6,14,20,3,2,3,63.6,5,183,0,0
Josh,Daicos,Collingwood,0,0,0.0,1,29,22,7,4,25,29,2,2,4,69.0,1,719,5,0
Nick,Daicos,Collingwood,0,0,0.0,1,22,9,13,9,13,22,2,4,1,68.2,5,296,4,0
Jordan,De Goey,Collingwood,0,0,0.0,0,13,5,8,9,5,14,0,1,0,61.5,4,120,2,0
Jamie,Elliott,Collingwood,3,2,60.0,0,14,12,2,6,9,15,0,1,0,42.9,8,281,7,0
Billy,Frampton,Collingwood,0,0,0.0,0,15,8,7,6,8,14,1,10,2,86.7,4,234,2,0
Bobby,Hill,Collingwood,2,0,66.7,0,12,8,4,7,5,12,1,2,1,75.0,4,154,4,1
Jeremy,Howe,Collingwood,0,0,0.0,0,12,6,6,3,7,10,0,4,6,75.0,2,266,1,0
Patrick,Lipinski,Collingwood,2,0,100.0,0,22,9,13,11,11,22,2,8,2,72.7,1,272,5,0
Finlay,Macrae,Collingwood,0,0,0.0,0,3,2,1,1,2,3,2,0,0,66.7,0,98,1,0
Oleg,Markov,Collingwood,0,0,0.0,0,6,3,3,1,5,6,1,1,0,100.0,2,64,1,0
Brayden,Maynard,Collingwood,0,0,0.0,0,24,18,6,6,18,24,1,6,5,83.3,5,571,0,0
Beau,McCreery,Collingwood,0,0,0.0,1,13,5,8,7,6,13,5,1,0,76.9,3,174,2,0
Reef,McInnes,Collingwood,3,0,100.0,0,12,7,5,3,9,12,2,1,0,83.3,2,164,4,0
Brody,Mihocek,Collingwood,0,1,0.0,1,13,11,2,8,5,13,5,0,0,69.2,3,352,6,0
Tom,Mitchell,Collingwood,0,0,0.0,0,17,8,9,7,10,17,8,2,1,64.7,7,197,0,0
Darcy,Moore,Collingwood,0,0,0.0,0,17,10,7,7,8,15,2,10,7,64.7,3,449,2,0
Scott,Pendlebury,Collingwood,0,0,0.0,1,20,11,9,10,9,19,5,3,4,75.0,1,253,4,1
Isaac,Quaynor,Collingwood,0,0,0.0,0,15,8,7,8,8,16,2,11,1,73.3,4,156,5,0
Lachie,Schultz,Collingwood,1,0,100.0,1,11,7,4,3,7,10,1,2,0,90.9,1,223,3,0
Steele,Sidebottom,Collingwood,0,0,0.0,0,16,11,5,4,12,16,2,1,1,50.0,5,271,2,0
Callum,Coleman-Jones,North Melbourne,0,0,0.0,2,9,4,5,5,5,10,1,3,0,77.8,2,168,5,0
Aidan,Corr,North Melbourne,0,0,0.0,0,9,5,4,5,6,11,0,6,2,77.8,2,137,1,0
Paul,Curtis,North Melbourne,2,2,40.0,0,12,9,3,7,4,11,0,1,0,33.3,2,261,6,0
Luke,Davies-Uniacke,North Melbourne,0,0,0.0,0,30,15,15,16,15,31,2,3,1,73.3,4,463,6,0
Kallan,Dawson,North Melbourne,0,0,0.0,0,12,4,8,1,10,11,0,3,2,91.7,2,119,0,0
Zane,Duursma,North Melbourne,0,2,0.0,0,15,12,3,2,13,15,2,0,0,60.0,2,275,4,0
Zac,Fisher,North Melbourne,0,0,0.0,0,25,18,7,7,17,24,1,7,2,80.0,4,425,3,2
Eddie,Ford,North Melbourne,0,1,0.0,0,3,1,2,0,3,3,0,0,0,66.7,0,29,1,0
Nick,Larkey,North Melbourne,1,1,50.0,1,6,5,1,2,3,5,1,0,0,33.3,3,155,3,0
Charlie,Lazzaro,North Melbourne,0,0,0.0,1,13,5,8,6,7,13,2,0,1,92.3,0,2,3,0
Luke,McDonald,North Melbourne,0,0,0.0,0,9,5,4,3,6,9,3,3,2,88.9,1,178,2,0
Colby,McKercher,North Melbourne,0,0,0.0,1,22,14,8,3,18,21,0,2,4,90.9,1,382,3,2
Toby,Pink,North Melbourne,0,0,0.0,0,10,4,6,3,7,10,3,6,3,70.0,2,132,2,0
Tom,Powell,North Melbourne,2,0,100.0,0,28,13,15,9,20,29,5,1,1,85.7,0,505,9,1
Bailey,Scott,North Melbourne,1,0,100.0,0,23,17,6,2,17,19,3,2,2,91.3,1,522,3,0
Harry,Sheezel,North Melbourne,0,0,0.0,0,35,17,18,6,25,31,4,5,6,80.0,2,527,6,0
Jy,Simpkin,North Melbourne,1,1,33.3,2,14,8,6,6,8,14,0,1,0,78.6,3,232,7,0
Dylan,Stephens,North Melbourne,0,0,0.0,0,8,4,4,0,8,8,2,0,2,87.5,0,198,2,0
Jaidyn,Stephenson,North Melbourne,1,0,50.0,0,10,5,5,2,9,11,0,0,0,60.0,3,217,4,1
Darcy,Tucker,North Melbourne,0,0,0.0,1,15,6,9,4,13,17,0,3,0,93.3,1,113,2,0
George,Wardlaw,North Melbourne,1,0,100.0,1,23,10,13,10,13,23,4,3,2,69.6,4,313,6,0
Tristan,Xerri,North Melbourne,0,0,0.0,0,19,7,12,13,6,19,6,2,0,68.4,4,80,3,0
Cameron,Zurhaar,North Melbourne,2,0,100.0,0,11,6,5,6,5,11,3,1,0,81.8,2,233,5,0
James,Aish,Fremantle,0,0,0.0,2,21,17,4,3,18,21,1,4,4,76.2,1,540,3,0
Jye,Amiss,Fremantle,1,3,25.0,1,7,7,0,2,4,6,0,0,0,57.1,1,98,5,0
Bailey,Banfield,Fremantle,2,0,100.0,2,18,8,10,11,9,20,1,3,3,77.8,3,250,5,0
Andrew,Brayshaw,Fremantle,1,0,100.0,1,27,13,14,10,18,28,3,5,3,77.8,4,396,8,0
Jordan,Clark,Fremantle,0,0,0.0,1,28,20,8,5,22,27,1,6,9,89.3,4,563,5,0
Joshua,Draper,Fremantle,0,0,0.0,0,7,5,2,5,2,7,1,5,1,71.4,1,79,0,0
Tom,Emmett,Fremantle,0,0,0.0,0,9,5,4,3,5,8,2,0,0,77.8,0,159,4,0
Michael,Frederick,Fremantle,2,1,66.7,1,8,4,4,3,5,8,3,0,0,75.0,1,124,4,0
Nat,Fyfe,Fremantle,1,0,100.0,0,19,8,11,6,13,19,1,2,3,78.9,3,171,5,0
Ethan,Hughes,Fremantle,0,0,0.0,0,10,5,5,3,8,11,5,2,2,90.0,1,184,0,0
Luke,Jackson,Fremantle,2,0,100.0,0,24,6,18,15,9,24,5,2,1,95.8,4,144,10,0
Matthew,Johnson,Fremantle,0,0,0.0,0,22,10,12,5,17,22,3,2,2,72.7,3,271,5,0
Jaeger,O'Meara,Fremantle,0,1,0.0,0,4,2,2,3,3,6,1,0,1,25.0,1,65,1,0
Alex,Pearce,Fremantle,0,0,0.0,0,8,6,2,1,6,7,2,4,3,75.0,3,158,0,0
Luke,Ryan,Fremantle,0,0,0.0,0,23,19,4,7,10,17,3,6,5,100.0,0,358,2,0
Caleb,Serong,Fremantle,0,2,0.0,1,35,16,19,15,20,35,6,5,3,77.1,0,505,11,1
Jeremy,Sharp,Fremantle,1,1,50.0,0,13,11,2,2,13,15,1,3,2,84.6,0,428,3,1
Sam,Switkowski,Fremantle,1,0,100.0,1,8,5,3,5,3,8,9,0,0,62.5,2,111,3,0
Matt,Taberner,Fremantle,2,1,50.0,0,10,5,5,3,6,9,0,0,0,60.0,1,145,5,0
Josh,Treacy,Fremantle,1,0,100.0,0,10,6,4,8,3,11,3,2,0,60.0,3,206,7,0
Brandon,Walker,Fremantle,0,0,0.0,0,11,8,3,4,7,11,1,4,2,81.8,1,180,2,3
